GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0004375,glycine dehydrogenase (decarboxylating) activity,1,1,TRUE
GO:0070280,pyridoxal binding,1,1,TRUE
GO:0004830,tryptophan-tRNA ligase activity,2,2,TRUE
GO:0032358,oxidized pyrimidine DNA binding,1,1,TRUE
GO:0070181,small ribosomal subunit rRNA binding,8,8,TRUE
GO:0043210,alkanesulfonate binding,0,1,FALSE
GO:0030977,taurine binding,0,1,FALSE
GO:0004047,aminomethyltransferase activity,2,2,TRUE
GO:0004013,adenosylhomocysteinase activity,3,3,TRUE
GO:0016802,trialkylsulfonium hydrolase activity,3,3,TRUE
GO:0036487,nitric-oxide synthase inhibitor activity,1,1,TRUE
GO:0016406,carnitine O-acyltransferase activity,5,6,FALSE
GO:0004095,carnitine O-palmitoyltransferase activity,3,4,FALSE
GO:0004798,thymidylate kinase activity,1,2,FALSE
GO:0004748,ribonucleoside-diphosphate reductase activity; thioredoxin disulfide as acceptor,3,3,TRUE
GO:0061731,ribonucleoside-diphosphate reductase activity,3,3,TRUE
GO:0016728,oxidoreductase activity; acting on CH or CH2 groups; disulfide as acceptor,3,3,TRUE
GO:0004963,follicle-stimulating hormone receptor activity,1,1,TRUE
GO:0005334,norepinephrine:sodium symporter activity,1,1,TRUE
GO:0015378,sodium:chloride symporter activity,3,6,FALSE
GO:0015377,cation:chloride symporter activity,1,12,FALSE
GO:0008504,monoamine transmembrane transporter activity,5,6,FALSE
GO:0015373,anion:sodium symporter activity,3,9,FALSE
GO:0015296,anion:cation symporter activity,3,15,FALSE
GO:0047635,alanine-oxo-acid transaminase activity,2,2,TRUE
GO:0004021,L-alanine:2-oxoglutarate aminotransferase activity,2,2,TRUE
GO:0004663,Rab geranylgeranyltransferase activity,3,3,TRUE
GO:0004661,protein geranylgeranyltransferase activity,5,5,TRUE
GO:0008318,protein prenyltransferase activity,6,7,FALSE
GO:0051424,corticotropin-releasing hormone binding,2,2,TRUE
GO:0046923,ER retention sequence binding,4,4,TRUE
GO:0005046,KDEL sequence binding,2,2,TRUE
GO:0004913,interleukin-4 receptor activity,2,2,TRUE
GO:0004962,endothelin receptor activity,2,2,TRUE
GO:0003746,translation elongation factor activity,11,11,TRUE
GO:0004796,thromboxane-A synthase activity,1,1,TRUE
GO:0036134,12-hydroxyheptadecatrienoic acid synthase activity,1,1,TRUE
GO:0003985,acetyl-CoA C-acetyltransferase activity,4,4,TRUE
GO:0016494,C-X-C chemokine receptor activity,5,5,TRUE
GO:0004918,interleukin-8 receptor activity,2,2,TRUE
GO:0004703,G-protein coupled receptor kinase activity,1,1,TRUE
GO:0031694,alpha-2A adrenergic receptor binding,1,1,TRUE
GO:0047696,beta-adrenergic receptor kinase activity,4,4,TRUE
GO:0016496,substance P receptor activity,1,1,TRUE
GO:0001965,G-protein alpha-subunit binding,9,9,TRUE
GO:0031681,G-protein beta-subunit binding,5,5,TRUE
GO:0016784,3-mercaptopyruvate sulfurtransferase activity,1,1,TRUE
GO:0140036,ubiquitin-dependent protein binding,3,6,FALSE
GO:0140035,ubiquitination-like modification-dependent protein binding,3,6,FALSE
GO:0017077,oxidative phosphorylation uncoupler activity,3,3,TRUE
GO:0004983,neuropeptide Y receptor activity,4,4,TRUE
GO:0003886,DNA (cytosine-5-)-methyltransferase activity,3,3,TRUE
GO:0008470,isovaleryl-CoA dehydrogenase activity,1,1,TRUE
GO:0003827,alpha-1;3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity,1,1,TRUE
GO:0044378,non-sequence-specific DNA binding; bending,2,2,TRUE
GO:0004829,threonine-tRNA ligase activity,3,3,TRUE
GO:0004832,valine-tRNA ligase activity,2,2,TRUE
GO:0035925,mRNA 3'-UTR AU-rich region binding,13,13,TRUE
GO:0042030,ATPase inhibitor activity,5,5,TRUE
GO:1990405,protein antigen binding,3,3,TRUE
GO:0004912,interleukin-3 receptor activity,3,3,TRUE
GO:0098821,BMP receptor activity,8,8,TRUE
GO:0017002,activin-activated receptor activity,7,7,TRUE
GO:0046899,nucleoside triphosphate adenylate kinase activity,2,2,TRUE
GO:0004063,aryldialkylphosphatase activity,1,1,TRUE
GO:0102007,acyl-L-homoserine-lactone lactonohydrolase activity,3,3,TRUE
GO:0046573,lactonohydrolase activity,3,3,TRUE
GO:0008239,dipeptidyl-peptidase activity,11,11,TRUE
GO:0050291,sphingosine N-acyltransferase activity,6,6,TRUE
GO:0016895,exodeoxyribonuclease activity; producing 5'-phosphomonoesters,6,20,FALSE
GO:0004529,exodeoxyribonuclease activity,6,20,FALSE
GO:0008309,double-stranded DNA exodeoxyribonuclease activity,4,5,FALSE
GO:0016890,site-specific endodeoxyribonuclease activity; specific for altered base,2,2,TRUE
GO:0019136,deoxynucleoside kinase activity,5,5,TRUE
GO:0004137,deoxycytidine kinase activity,1,1,TRUE
GO:0004070,aspartate carbamoyltransferase activity,2,2,TRUE
GO:0004088,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,2,2,TRUE
GO:0004151,dihydroorotase activity,2,2,TRUE
GO:0070335,aspartate binding,1,1,TRUE
GO:0005068,transmembrane receptor protein tyrosine kinase adaptor activity,11,11,TRUE
GO:0043548,phosphatidylinositol 3-kinase binding,10,10,TRUE
GO:0043560,insulin receptor substrate binding,6,6,TRUE
GO:0050528,acyloxyacyl hydrolase activity,1,1,TRUE
GO:0051378,serotonin binding,8,9,FALSE
GO:0043176,amine binding,0,9,FALSE
GO:0071886,1-(4-iodo-2;5-dimethoxyphenyl)propan-2-amine binding,2,2,TRUE
GO:0004720,protein-lysine 6-oxidase activity,5,5,TRUE
GO:0004102,choline O-acetyltransferase activity,1,1,TRUE
GO:0004466,long-chain-acyl-CoA dehydrogenase activity,5,5,TRUE
GO:0001587,Gq/11-coupled serotonin receptor activity,1,1,TRUE
GO:0001134,transcription regulator recruiting activity,4,4,TRUE
GO:0070615,nucleosome-dependent ATPase activity,1,1,TRUE
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,9,9,TRUE
GO:0033549,MAP kinase phosphatase activity,2,11,FALSE
GO:0004886,9-cis retinoic acid receptor activity,1,1,TRUE
GO:0003845,11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity,2,2,TRUE
GO:0003953,NAD+ nucleosidase activity,2,2,TRUE
GO:0030883,endogenous lipid antigen binding,4,5,FALSE
GO:0001609,G-protein coupled adenosine receptor activity,3,3,TRUE
GO:0005004,GPI-linked ephrin receptor activity,5,5,TRUE
GO:0034647,histone demethylase activity (H3-trimethyl-K4 specific),5,5,TRUE
GO:0004802,transketolase activity,1,1,TRUE
GO:0016744,transferase activity; transferring aldehyde or ketonic groups,2,2,TRUE
GO:0045519,interleukin-23 receptor binding,3,3,TRUE
GO:0004517,nitric-oxide synthase activity,3,3,TRUE
GO:0010181,FMN binding,11,11,TRUE
GO:0034617,tetrahydrobiopterin binding,3,3,TRUE
GO:0004739,pyruvate dehydrogenase (acetyl-transferring) activity,1,1,TRUE
GO:0016624,oxidoreductase activity; acting on the aldehyde or oxo group of donors; disulfide as acceptor,4,5,FALSE
GO:0005223,intracellular cGMP-activated cation channel activity,5,7,FALSE
GO:0030184,nitric oxide transmembrane transporter activity,1,1,TRUE
GO:0035379,carbon dioxide transmembrane transporter activity,2,2,TRUE
GO:0003842,1-pyrroline-5-carboxylate dehydrogenase activity,1,1,TRUE
GO:0047499,calcium-independent phospholipase A2 activity,5,5,TRUE
GO:0004074,biliverdin reductase activity,2,2,TRUE
GO:0042602,riboflavin reductase (NADPH) activity,1,1,TRUE
GO:0001016,RNA polymerase III regulatory region DNA binding,8,10,FALSE
GO:0008379,thioredoxin peroxidase activity,5,5,TRUE
GO:0051920,peroxiredoxin activity,0,5,FALSE
GO:0008785,alkyl hydroperoxide reductase activity,1,1,TRUE
GO:0004300,enoyl-CoA hydratase activity,9,9,TRUE
GO:0004849,uridine kinase activity,6,6,TRUE
GO:0004947,bradykinin receptor activity,1,1,TRUE
GO:0005000,vasopressin receptor activity,5,6,FALSE
GO:0004019,adenylosuccinate synthase activity,2,2,TRUE
GO:0140161,monocarboxylate:sodium symporter activity,0,8,FALSE
GO:0015185,gamma-aminobutyric acid transmembrane transporter activity,0,5,FALSE
GO:0005332,gamma-aminobutyric acid:sodium symporter activity,3,4,FALSE
GO:0001596,angiotensin type I receptor activity,1,1,TRUE
GO:0004018,N6-(1;2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity,1,1,TRUE
GO:0003933,GTP cyclohydrolase activity,1,1,TRUE
GO:0003934,GTP cyclohydrolase I activity,1,1,TRUE
GO:0018479,benzaldehyde dehydrogenase (NAD+) activity,2,2,TRUE
GO:0004994,somatostatin receptor activity,4,4,TRUE
GO:0097644,calcitonin family binding,0,1,FALSE
GO:0032841,calcitonin binding,1,1,TRUE
GO:0016492,G-protein coupled neurotensin receptor activity,1,1,TRUE
GO:0016635,oxidoreductase activity; acting on the CH-CH group of donors; quinone or related compound as acceptor,1,5,FALSE
GO:0008177,succinate dehydrogenase (ubiquinone) activity,4,4,TRUE
GO:0005093,Rab GDP-dissociation inhibitor activity,1,1,TRUE
GO:0004478,methionine adenosyltransferase activity,2,2,TRUE
GO:0009917,sterol 5-alpha reductase activity,0,1,FALSE
GO:0030283,testosterone dehydrogenase [NAD(P)] activity,1,2,FALSE
GO:0004087,carbamoyl-phosphate synthase (ammonia) activity,2,2,TRUE
GO:0004499,N;N-dimethylaniline monooxygenase activity,4,5,FALSE
GO:0005362,low-affinity glucose:sodium symporter activity,1,2,FALSE
GO:0005335,serotonin:sodium symporter activity,1,1,TRUE
GO:0008442,3-hydroxyisobutyrate dehydrogenase activity,1,1,TRUE
GO:0003937,IMP cyclohydrolase activity,1,1,TRUE
GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,1,1,TRUE
GO:0004126,cytidine deaminase activity,9,11,FALSE
GO:0047844,deoxycytidine deaminase activity,2,3,FALSE
GO:0019770,IgG receptor activity,1,1,TRUE
GO:0019772,low-affinity IgG receptor activity,1,1,TRUE
GO:0004370,glycerol kinase activity,3,3,TRUE
GO:0004951,cholecystokinin receptor activity,2,2,TRUE
GO:0015054,gastrin receptor activity,1,1,TRUE
GO:0031741,type B gastrin/cholecystokinin receptor binding,1,1,TRUE
GO:0031739,cholecystokinin receptor binding,1,1,TRUE
GO:0046935,1-phosphatidylinositol-3-kinase regulator activity,14,15,FALSE
GO:0004999,vasoactive intestinal polypeptide receptor activity,2,2,TRUE
GO:0004977,melanocortin receptor activity,5,5,TRUE
GO:0004980,melanocyte-stimulating hormone receptor activity,1,1,TRUE
GO:0042923,neuropeptide binding,19,19,TRUE
GO:0038117,C-C motif chemokine 19 receptor activity,1,1,TRUE
GO:0038121,C-C motif chemokine 21 receptor activity,1,1,TRUE
GO:0050254,rhodopsin kinase activity,3,3,TRUE
GO:0004132,dCMP deaminase activity,1,2,FALSE
GO:0004735,pyrroline-5-carboxylate reductase activity,3,3,TRUE
GO:0030506,ankyrin binding,10,10,TRUE
GO:0003868,4-hydroxyphenylpyruvate dioxygenase activity,2,2,TRUE
GO:0004914,interleukin-5 receptor activity,2,2,TRUE
GO:0004123,cystathionine gamma-lyase activity,1,1,TRUE
GO:0044540,L-cystine L-cysteine-lyase (deaminating),1,1,TRUE
GO:0047982,homocysteine desulfhydrase activity,1,1,TRUE
GO:0080146,L-cysteine desulfhydrase activity,1,1,TRUE
GO:0004170,dUTP diphosphatase activity,1,2,FALSE
GO:0015420,cobalamin-transporting ATPase activity,3,3,TRUE
GO:0046623,sphingolipid-translocating ATPase activity,1,1,TRUE
GO:0015607,fatty-acyl-CoA transmembrane transporter activity,1,1,TRUE
GO:0043890,N-acetylgalactosamine-6-sulfatase activity,1,1,TRUE
GO:0016892,endoribonuclease activity; producing 3'-phosphomonoesters,2,6,FALSE
GO:0004522,ribonuclease A activity,1,2,FALSE
GO:0004372,glycine hydroxymethyltransferase activity,2,2,TRUE
GO:0070905,serine binding,4,4,TRUE
GO:0004476,mannose-6-phosphate isomerase activity,1,1,TRUE
GO:0015056,corticotrophin-releasing factor receptor activity,2,2,TRUE
GO:0001850,complement component C3a binding,1,1,TRUE
GO:0030249,guanylate cyclase regulator activity,1,5,FALSE
GO:0008048,calcium sensitive guanylate cyclase activator activity,3,3,TRUE
GO:0010853,cyclase activator activity,0,4,FALSE
GO:0010851,cyclase regulator activity,3,6,FALSE
GO:0030250,guanylate cyclase activator activity,4,4,TRUE
GO:0003689,DNA clamp loader activity,7,7,TRUE
GO:0033170,protein-DNA loading ATPase activity,0,7,FALSE
GO:0004757,sepiapterin reductase activity,1,1,TRUE
GO:0031700,adrenomedullin receptor binding,1,1,TRUE
GO:0004937,alpha1-adrenergic receptor activity,2,2,TRUE
GO:0004969,histamine receptor activity,4,4,TRUE
GO:0004985,opioid receptor activity,7,7,TRUE
GO:0004979,beta-endorphin receptor activity,1,1,TRUE
GO:0038047,morphine receptor activity,1,1,TRUE
GO:0003940,L-iduronidase activity,1,1,TRUE
GO:0004122,cystathionine beta-synthase activity,1,1,TRUE
GO:0016662,oxidoreductase activity; acting on other nitrogenous compounds as donors; cytochrome as acceptor,1,1,TRUE
GO:0050421,nitrite reductase (NO-forming) activity,1,1,TRUE
GO:0098809,nitrite reductase activity,0,1,FALSE
GO:0070025,carbon monoxide binding,1,1,TRUE
GO:1904047,S-adenosyl-L-methionine binding,8,8,TRUE
GO:0005247,voltage-gated chloride channel activity,10,12,FALSE
GO:0004611,phosphoenolpyruvate carboxykinase activity,2,2,TRUE
GO:0004613,phosphoenolpyruvate carboxykinase (GTP) activity,2,2,TRUE
GO:0004133,glycogen debranching enzyme activity,1,1,TRUE
GO:0004134,4-alpha-glucanotransferase activity,1,1,TRUE
GO:0004135,amylo-alpha-1;6-glucosidase activity,1,1,TRUE
GO:0004346,glucose-6-phosphatase activity,1,3,FALSE
GO:0050309,sugar-terminal-phosphatase activity,1,3,FALSE
GO:0051373,FATZ binding,4,4,TRUE
GO:0070080,titin Z domain binding,1,1,TRUE
GO:0043682,copper-transporting ATPase activity,2,2,TRUE
GO:0004008,copper-exporting ATPase activity,2,2,TRUE
GO:0097573,glutathione oxidoreductase activity,1,1,TRUE
GO:0004103,choline kinase activity,2,2,TRUE
GO:0004305,ethanolamine kinase activity,4,4,TRUE
GO:0004419,hydroxymethylglutaryl-CoA lyase activity,2,2,TRUE
GO:0016833,oxo-acid-lyase activity,4,5,FALSE
GO:0036328,VEGF-C-activated receptor activity,1,1,TRUE
GO:0015349,thyroid hormone transmembrane transporter activity,4,4,TRUE
GO:0008061,chitin binding,6,6,TRUE
GO:0004568,chitinase activity,6,6,TRUE
GO:0055077,gap junction hemi-channel activity,4,4,TRUE
GO:0086020,gap junction channel activity involved in SA node cell-atrial cardiac muscle cell electrical coupling,2,2,TRUE
GO:0086076,gap junction channel activity involved in atrial cardiac muscle cell-AV node cell electrical coupling,1,1,TRUE
GO:0086077,gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling,2,3,FALSE
GO:0086078,gap junction channel activity involved in bundle of His cell-Purkinje myocyte electrical coupling,1,1,TRUE
GO:0086079,gap junction channel activity involved in Purkinje myocyte-ventricular cardiac muscle cell electrical coupling,1,1,TRUE
GO:0004109,coproporphyrinogen oxidase activity,1,1,TRUE
GO:0008413,8-oxo-7;8-dihydroguanosine triphosphate pyrophosphatase activity,2,2,TRUE
GO:0035539,8-oxo-7;8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity,2,2,TRUE
GO:0036219,GTP diphosphatase activity,1,1,TRUE
GO:0044713,2-hydroxy-adenosine triphosphate pyrophosphatase activity,1,1,TRUE
GO:0044714,2-hydroxy-(deoxy)adenosine-triphosphate pyrophosphatase activity,1,1,TRUE
GO:0047693,ATP diphosphatase activity,1,1,TRUE
GO:0001018,mitochondrial promoter sequence-specific DNA binding,3,3,TRUE
GO:0051880,G-quadruplex DNA binding,7,8,FALSE
GO:0004614,phosphoglucomutase activity,4,4,TRUE
GO:0016361,activin receptor activity; type I,4,4,TRUE
GO:0005024,transforming growth factor beta-activated receptor activity,15,15,TRUE
GO:0005025,transforming growth factor beta receptor activity; type I,7,7,TRUE
GO:0032810,sterol response element binding,2,2,TRUE
GO:0004149,dihydrolipoyllysine-residue succinyltransferase activity,1,1,TRUE
GO:0016751,S-succinyltransferase activity,1,1,TRUE
GO:0003920,GMP reductase activity,2,2,TRUE
GO:0016657,oxidoreductase activity; acting on NAD(P)H; nitrogenous group as acceptor,2,2,TRUE
GO:0047066,phospholipid-hydroperoxide glutathione peroxidase activity,1,1,TRUE
GO:0047035,testosterone dehydrogenase (NAD+) activity,3,3,TRUE
GO:0047045,testosterone 17-beta-dehydrogenase (NADP+) activity,2,2,TRUE
GO:0047006,17-alpha;20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity,1,1,TRUE
GO:0015280,ligand-gated sodium channel activity,7,8,FALSE
GO:0004310,farnesyl-diphosphate farnesyltransferase activity,1,1,TRUE
GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity,4,4,TRUE
GO:0004801,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,1,1,TRUE
GO:0060961,phospholipase D inhibitor activity,1,1,TRUE
GO:0008488,gamma-glutamyl carboxylase activity,1,1,TRUE
GO:0032575,ATP-dependent 5'-3' RNA helicase activity,1,1,TRUE
GO:0032574,5'-3' RNA helicase activity,0,1,FALSE
GO:0043141,ATP-dependent 5'-3' DNA helicase activity,4,4,TRUE
GO:0019912,cyclin-dependent protein kinase activating kinase activity,1,1,TRUE
GO:0015277,kainate selective glutamate receptor activity,5,5,TRUE
GO:0017108,5'-flap endonuclease activity,6,7,FALSE
GO:0016888,endodeoxyribonuclease activity; producing 5'-phosphomonoesters,12,13,FALSE
GO:0048256,flap endonuclease activity,3,8,FALSE
GO:1902379,chemoattractant activity involved in axon guidance,1,1,TRUE
GO:0008294,calcium- and calmodulin-responsive adenylate cyclase activity,2,2,TRUE
GO:0045509,interleukin-27 receptor activity,2,2,TRUE
GO:0030368,interleukin-17 receptor activity,7,8,FALSE
GO:0004923,leukemia inhibitory factor receptor activity,2,2,TRUE
GO:0004924,oncostatin-M receptor activity,3,3,TRUE
GO:0030372,high molecular weight B cell growth factor receptor binding,1,1,TRUE
GO:0038164,thrombopoietin receptor activity,1,1,TRUE
GO:0008112,nicotinamide N-methyltransferase activity,1,1,TRUE
GO:0030760,pyridine N-methyltransferase activity,1,1,TRUE
GO:0016623,oxidoreductase activity; acting on the aldehyde or oxo group of donors; oxygen as acceptor,3,3,TRUE
GO:0004031,aldehyde oxidase activity,2,2,TRUE
GO:0035276,ethanol binding,1,1,TRUE
GO:0032407,MutSalpha complex binding,5,5,TRUE
GO:0033328,peroxisome membrane targeting sequence binding,1,1,TRUE
GO:0036105,peroxisome membrane class-1 targeting sequence binding,1,1,TRUE
GO:0030060,L-malate dehydrogenase activity,2,3,FALSE
GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,9,9,TRUE
GO:0038046,enkephalin receptor activity,1,1,TRUE
GO:0038048,dynorphin receptor activity,1,1,TRUE
GO:0001626,nociceptin receptor activity,1,1,TRUE
GO:0019782,ISG15 activating enzyme activity,1,1,TRUE
GO:0004596,peptide alpha-N-acetyltransferase activity,10,11,FALSE
GO:0004865,protein serine/threonine phosphatase inhibitor activity,7,9,FALSE
GO:0050253,retinyl-palmitate esterase activity,2,2,TRUE
GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,2,2,TRUE
GO:0008796,bis(5'-nucleosyl)-tetraphosphatase activity,2,2,TRUE
GO:0004820,glycine-tRNA ligase activity,2,2,TRUE
GO:0004822,isoleucine-tRNA ligase activity,2,2,TRUE
GO:0008518,folate:anion antiporter activity,1,1,TRUE
GO:0032422,purine-rich negative regulatory element binding,4,4,TRUE
GO:0004971,AMPA glutamate receptor activity,4,4,TRUE
GO:0018636,phenanthrene 9;10-monooxygenase activity,3,3,TRUE
GO:0035410,dihydrotestosterone 17-beta-dehydrogenase activity,1,1,TRUE
GO:0036130,prostaglandin H2 endoperoxidase reductase activity,1,1,TRUE
GO:0036131,prostaglandin D2 11-ketoreductase activity,1,1,TRUE
GO:0045703,ketoreductase activity,1,1,TRUE
GO:0047020,15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity,1,1,TRUE
GO:0047086,ketosteroid monooxygenase activity,5,5,TRUE
GO:0047787,delta4-3-oxosteroid 5beta-reductase activity,1,1,TRUE
GO:0035671,enone reductase activity,1,1,TRUE
GO:0001030,RNA polymerase III type 1 promoter DNA binding,3,5,FALSE
GO:0080084,5S rDNA binding,0,5,FALSE
GO:0001031,RNA polymerase III type 2 promoter DNA binding,3,5,FALSE
GO:0001032,RNA polymerase III type 3 promoter DNA binding,4,4,TRUE
GO:0001156,TFIIIC-class transcription factor complex binding,3,3,TRUE
GO:0001025,RNA polymerase III transcription factor binding,3,3,TRUE
GO:0004430,1-phosphatidylinositol 4-kinase activity,4,4,TRUE
GO:0004397,histidine ammonia-lyase activity,1,1,TRUE
GO:0031593,polyubiquitin modification-dependent protein binding,44,44,TRUE
GO:0097153,cysteine-type endopeptidase activity involved in apoptotic process,13,15,FALSE
GO:0097199,cysteine-type endopeptidase activity involved in apoptotic signaling pathway,7,8,FALSE
GO:0097200,cysteine-type endopeptidase activity involved in execution phase of apoptosis,3,3,TRUE
GO:0016517,interleukin-12 receptor activity,1,1,TRUE
GO:0042020,interleukin-23 receptor activity,2,2,TRUE
GO:0045505,dynein intermediate chain binding,24,24,TRUE
GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,1,1,TRUE
GO:0033229,cysteine transmembrane transporter activity,1,1,TRUE
GO:0015180,L-alanine transmembrane transporter activity,5,7,FALSE
GO:0022858,alanine transmembrane transporter activity,0,7,FALSE
GO:0015186,L-glutamine transmembrane transporter activity,4,4,TRUE
GO:0015193,L-proline transmembrane transporter activity,4,7,FALSE
GO:0015194,L-serine transmembrane transporter activity,4,5,FALSE
GO:0022889,serine transmembrane transporter activity,0,5,FALSE
GO:0015195,L-threonine transmembrane transporter activity,1,1,TRUE
GO:0034590,L-hydroxyproline transmembrane transporter activity,1,1,TRUE
GO:0004958,prostaglandin F receptor activity,1,1,TRUE
GO:0004092,carnitine O-acetyltransferase activity,1,1,TRUE
GO:0044508,glucagon-like peptide 1 receptor activity,1,1,TRUE
GO:0032143,single thymine insertion binding,5,5,TRUE
GO:0047708,biotinidase activity,2,2,TRUE
GO:0004368,glycerol-3-phosphate dehydrogenase (quinone) activity,2,2,TRUE
GO:0016901,oxidoreductase activity; acting on the CH-OH group of donors; quinone or similar compound as acceptor,2,2,TRUE
GO:0004726,non-membrane spanning protein tyrosine phosphatase activity,3,3,TRUE
GO:0047280,nicotinamide phosphoribosyltransferase activity,1,1,TRUE
GO:0030109,HLA-B specific inhibitory MHC class I receptor activity,2,2,TRUE
GO:0032396,inhibitory MHC class I receptor activity,3,3,TRUE
GO:0044213,intronic transcription regulatory region DNA binding,2,8,FALSE
GO:0001161,intronic transcription regulatory region sequence-specific DNA binding,2,8,FALSE
GO:0030899,calcium-dependent ATPase activity,3,3,TRUE
GO:0019807,aspartoacylase activity,1,1,TRUE
GO:0034041,sterol-transporting ATPase activity,2,2,TRUE
GO:0034437,glycoprotein transporter activity,2,2,TRUE
GO:0016909,SAP kinase activity,3,3,TRUE
GO:0004705,JUN kinase activity,3,3,TRUE
GO:0015333,peptide:proton symporter activity,5,5,TRUE
GO:0015616,DNA translocase activity,6,6,TRUE
GO:0008172,S-methyltransferase activity,4,5,FALSE
GO:0017096,acetylserotonin O-methyltransferase activity,0,1,FALSE
GO:0008097,5S rRNA binding,9,9,TRUE
GO:0055105,ubiquitin-protein transferase inhibitor activity,6,6,TRUE
GO:1990948,ubiquitin ligase inhibitor activity,5,5,TRUE
GO:0055106,ubiquitin-protein transferase regulator activity,6,12,FALSE
GO:0004342,glucosamine-6-phosphate deaminase activity,2,2,TRUE
GO:0019871,sodium channel inhibitor activity,7,7,TRUE
GO:0031698,beta-2 adrenergic receptor binding,4,4,TRUE
GO:0050815,phosphoserine residue binding,4,4,TRUE
GO:0050816,phosphothreonine residue binding,3,3,TRUE
GO:0000334,3-hydroxyanthranilate 3;4-dioxygenase activity,1,1,TRUE
GO:0004967,glucagon receptor activity,2,2,TRUE
GO:0015055,secretin receptor activity,1,1,TRUE
GO:0004819,glutamine-tRNA ligase activity,2,2,TRUE
GO:0045028,G-protein coupled purinergic nucleotide receptor activity,6,9,FALSE
GO:0001608,G-protein coupled nucleotide receptor activity,7,10,FALSE
GO:0045031,ATP-activated adenosine receptor activity,2,2,TRUE
GO:0045032,ADP-activated adenosine receptor activity,1,1,TRUE
GO:0016726,oxidoreductase activity; acting on CH or CH2 groups; NAD or NADP as acceptor,2,2,TRUE
GO:0004854,xanthine dehydrogenase activity,2,2,TRUE
GO:0016727,oxidoreductase activity; acting on CH or CH2 groups; oxygen as acceptor,1,1,TRUE
GO:0004855,xanthine oxidase activity,1,1,TRUE
GO:0043546,molybdopterin cofactor binding,6,6,TRUE
GO:0005308,creatine transmembrane transporter activity,1,2,FALSE
GO:0005309,creatine:sodium symporter activity,1,1,TRUE
GO:0008502,melatonin receptor activity,1,1,TRUE
GO:0015467,G-protein activated inward rectifier potassium channel activity,9,10,FALSE
GO:0005295,neutral amino acid:sodium symporter activity,2,2,TRUE
GO:0015375,glycine:sodium symporter activity,2,2,TRUE
GO:0015187,glycine transmembrane transporter activity,5,7,FALSE
GO:0004473,malate dehydrogenase (decarboxylating) (NADP+) activity,3,3,TRUE
GO:0038021,leptin receptor activity,1,1,TRUE
GO:0016309,1-phosphatidylinositol-5-phosphate 4-kinase activity,3,3,TRUE
GO:0000250,lanosterol synthase activity,1,1,TRUE
GO:0031559,oxidosqualene cyclase activity,1,1,TRUE
GO:0004357,glutamate-cysteine ligase activity,2,2,TRUE
GO:0016595,glutamate binding,3,3,TRUE
GO:0004363,glutathione synthase activity,1,1,TRUE
GO:0031839,type 1 neuromedin U receptor binding,1,1,TRUE
GO:0042922,neuromedin U receptor binding,1,1,TRUE
GO:0031840,type 2 neuromedin U receptor binding,1,1,TRUE
GO:0015279,store-operated calcium channel activity,10,10,TRUE
GO:0070679,inositol 1;4;5 trisphosphate binding,11,11,TRUE
GO:0019145,aminobutyraldehyde dehydrogenase activity,1,1,TRUE
GO:0004991,parathyroid hormone receptor activity,2,2,TRUE
GO:0004751,ribose-5-phosphate isomerase activity,1,1,TRUE
GO:0005384,manganese ion transmembrane transporter activity,5,6,FALSE
GO:0005381,iron ion transmembrane transporter activity,6,6,TRUE
GO:0015086,cadmium ion transmembrane transporter activity,1,2,FALSE
GO:0015093,ferrous iron transmembrane transporter activity,2,2,TRUE
GO:0015094,lead ion transmembrane transporter activity,1,1,TRUE
GO:0004660,protein farnesyltransferase activity,2,3,FALSE
GO:0034038,deoxyhypusine synthase activity,1,1,TRUE
GO:0004043,L-aminoadipate-semialdehyde dehydrogenase activity,1,1,TRUE
GO:0008802,betaine-aldehyde dehydrogenase activity,1,1,TRUE
GO:0004441,inositol-1;4-bisphosphate 1-phosphatase activity,1,1,TRUE
GO:0052829,inositol-1;3;4-trisphosphate 1-phosphatase activity,1,1,TRUE
GO:0000293,ferric-chelate reductase activity,2,3,FALSE
GO:0016723,oxidoreductase activity; oxidizing metal ions; NAD or NADP as acceptor,7,10,FALSE
GO:0005047,signal recognition particle binding,2,3,FALSE
GO:0004105,choline-phosphate cytidylyltransferase activity,2,2,TRUE
GO:0002161,aminoacyl-tRNA editing activity,5,5,TRUE
GO:0004813,alanine-tRNA ligase activity,2,2,TRUE
