DO ID,DO name,asimov genes, menchelab genes, both sets equal?
DOID:14239,gastrointestinal tularemia,0,0,TRUE
DOID:14243,chronic perichondritis of pinna,0,0,TRUE
DOID:14244,epiphora due to excess lacrimation,0,0,TRUE
DOID:14245,cystoid macular retinal degeneration,2,2,TRUE
DOID:14247,chronic purulent otitis media,0,0,TRUE
DOID:14248,chronic atticoantral disease,0,0,TRUE
DOID:1425,pyoureter,112,112,TRUE
DOID:14250,Down syndrome,22,22,TRUE
DOID:14251,vitreoretinal dystrophy,0,0,TRUE
DOID:14252,dystrophies primarily involving the retinal pigment epithelium,0,0,TRUE
DOID:14253,retinal dystrophy in systemic or cerebroretinal lipidoses,0,0,TRUE
DOID:14256,adult-onset Still's disease,0,0,TRUE
DOID:1426,ureteral disease,148,148,TRUE
DOID:14261,fragile X syndrome,3,3,TRUE
DOID:14262,oral candidiasis,2,2,TRUE
DOID:14264,benign neonatal seizures,5,5,TRUE
DOID:14265,pulmonary valve insufficiency,5,5,TRUE
DOID:14268,sclerosing cholangitis,16,16,TRUE
DOID:14269,suppurative cholangitis,14,14,TRUE
DOID:14270,ascending cholangitis,14,14,TRUE
DOID:14271,acute cholangitis,0,0,TRUE
DOID:14272,pericholangitis,0,0,TRUE
DOID:14275,atrophic vulva,0,0,TRUE
DOID:14276,shoulder impingement syndrome,0,0,TRUE
DOID:1428,endocrine pancreas disease,192,192,TRUE
DOID:14283,primary hypertrophic osteoarthropathy,2,2,TRUE
DOID:14284,patellofemoral pain syndrome,0,0,TRUE
DOID:14286,neurogenic arthropathy,28,28,TRUE
DOID:14287,brawny scleritis,0,0,TRUE
DOID:14289,Ebstein anomaly,1,1,TRUE
DOID:14291,LEOPARD syndrome,5,5,TRUE
DOID:14292,vulvar dystrophy,2,2,TRUE
DOID:14305,tuberculous empyema,0,0,TRUE
DOID:14308,skin epithelioid hemangioma,0,0,TRUE
DOID:14319,pleuropneumonia,0,0,TRUE
DOID:1432,blindness,179,179,TRUE
DOID:14320,generalized anxiety disorder,112,112,TRUE
DOID:14323,Marfan syndrome,38,38,TRUE
DOID:14324,Plasmodium malariae malaria,0,0,TRUE
DOID:14325,mixed malaria,0,0,TRUE
DOID:14330,Parkinson's disease,80,80,TRUE
DOID:14332,postencephalitic Parkinson disease,0,0,TRUE
DOID:14336,estrogen excess,0,0,TRUE
DOID:14350,suppurative thyroiditis,0,0,TRUE
DOID:14351,Riedel's fibrosing thyroiditis,0,0,TRUE
DOID:14353,acute thyroiditis,0,0,TRUE
DOID:1436,corneal ectasia,0,0,TRUE
DOID:14365,systemic primary carnitine deficiency disease,1,1,TRUE
DOID:14374,norwegian scabies,0,0,TRUE
DOID:14384,parietal lobe neoplasm,0,0,TRUE
DOID:1439,pyuria,0,0,TRUE
DOID:14392,thrombophlebitis migrans,0,0,TRUE
DOID:14397,protozoal dysentery,0,0,TRUE
DOID:1440,Machado-Joseph disease,1,1,TRUE
DOID:14400,capillary leak syndrome,1,1,TRUE
DOID:14402,critical illness polyneuropathy,40,40,TRUE
DOID:1441,autosomal dominant cerebellar ataxia,79,79,TRUE
DOID:14413,labyrinthine bilateral reactive loss,0,0,TRUE
DOID:14415,Legg-Calve-Perthes disease,6,6,TRUE
DOID:14418,dracunculiasis,0,0,TRUE
DOID:1442,Alpers syndrome,2,2,TRUE
DOID:14422,dipetalonemiasis,0,0,TRUE
DOID:14423,glossopharyngeal neuralgia,0,0,TRUE
DOID:14427,abnormality of glucagon secretion,0,0,TRUE
DOID:1443,cerebral degeneration,413,413,TRUE
DOID:14435,chronic tubotympanic suppurative otitis media,0,0,TRUE
DOID:14443,cholinergic urticaria,0,0,TRUE
DOID:14444,sclerosing keratitis,0,0,TRUE
DOID:14445,chronic closed-angle glaucoma,7,7,TRUE
DOID:14447,gonadal dysgenesis,32,32,TRUE
DOID:14448,46 XY gonadal dysgenesis,11,11,TRUE
DOID:14449,mixed gonadal dysgenesis,19,19,TRUE
DOID:14450,46 XX gonadal dysgenesis,8,8,TRUE
DOID:14451,hyperkalemic periodic paralysis,5,5,TRUE
DOID:14452,hypokalemic periodic paralysis,5,5,TRUE
DOID:14453,farmer's lung,1,1,TRUE
DOID:14456,Brucella melitensis brucellosis,0,0,TRUE
DOID:14457,Brucella abortus brucellosis,0,0,TRUE
DOID:14459,hemangioma of orbit,0,0,TRUE
DOID:14463,cavernous hemangioma of orbit,0,0,TRUE
DOID:14464,neuroleptic malignant syndrome,0,0,TRUE
DOID:14472,hantavirus pulmonary syndrome,0,0,TRUE
DOID:14482,herpes gestationis,0,0,TRUE
DOID:14483,chorea gravidarum,0,0,TRUE
DOID:14484,sporotrichosis,0,0,TRUE
DOID:14489,ureteral lymphoma,0,0,TRUE
DOID:14491,regional ureteric cancer,0,0,TRUE
DOID:14495,dumping syndrome,0,0,TRUE
DOID:14497,Wolman disease,20,20,TRUE
DOID:14498,lipoid proteinosis,1,1,TRUE
DOID:14499,Fabry disease,25,25,TRUE
DOID:14500,fucosidosis,2,2,TRUE
DOID:14501,Sjogren-Larsson syndrome,7,7,TRUE
DOID:14502,cholesterol ester storage disease,1,1,TRUE
DOID:14503,neuronal ceroid lipofuscinosis,25,25,TRUE
DOID:14504,Niemann-Pick disease,4,4,TRUE
DOID:14507,peripheral degeneration of cornea,0,0,TRUE
DOID:14512,candidal paronychia,0,0,TRUE
DOID:14515,WAGR syndrome,3,3,TRUE
DOID:14522,partial arterial retinal occlusion,0,0,TRUE
DOID:14523,Argyll Robertson pupil,0,0,TRUE
DOID:14524,senile degeneration of brain,110,110,TRUE
DOID:14525,Reye syndrome,178,178,TRUE
DOID:14529,external pathological resorption,0,0,TRUE
DOID:1453,atrophic glossitis,18,18,TRUE
DOID:14534,malignant cardiac peripheral nerve sheath neoplasm,0,0,TRUE
DOID:14535,malignant cardiac germ cell tumor,0,0,TRUE
DOID:14544,rete testis adenocarcinoma,0,0,TRUE
DOID:14545,seminal vesicle adenocarcinoma,0,0,TRUE
DOID:14546,sphenoidal sinus cancer,0,0,TRUE
DOID:14547,sphenoid sinus squamous cell carcinoma,0,0,TRUE
DOID:14548,steroid-induced glaucoma - borderline,0,0,TRUE
DOID:1455,geographic tongue,17,17,TRUE
DOID:14550,root resorption,0,0,TRUE
DOID:14555,Foster-Kennedy syndrome,1,1,TRUE
DOID:14557,primary pulmonary hypertension,68,68,TRUE
DOID:14559,anaerobic meningitis,0,0,TRUE
DOID:1456,glossitis,18,18,TRUE
DOID:14566,disease of cellular proliferation,2643,2643,TRUE
DOID:1458,postsurgical hypothyroidism,0,0,TRUE
DOID:1459,hypothyroidism,58,58,TRUE
DOID:146,papilledema,8,8,TRUE
DOID:1460,atheroembolism of kidney,0,0,TRUE
DOID:1461,cholesterol embolism,2,2,TRUE
DOID:14654,prostatitis,3,3,TRUE
DOID:14669,acrodysostosis,2,2,TRUE
DOID:1467,serous labyrinthitis,0,0,TRUE
DOID:14670,hypertelorism; microtia; facial clefting syndrome,0,0,TRUE
DOID:14671,multiple intestinal atresia,1,1,TRUE
DOID:14679,VACTERL association,10,10,TRUE
DOID:1468,labyrinthitis,0,0,TRUE
DOID:14681,Silver-Russell syndrome,46,46,TRUE
DOID:14683,Binder syndrome,0,0,TRUE
DOID:14686,Axenfeld-Rieger syndrome,16,16,TRUE
DOID:14687,diastrophic dysplasia,1,1,TRUE
DOID:14692,Smith-Lemli-Opitz syndrome,1,1,TRUE
DOID:14693,Clouston syndrome,28,28,TRUE
DOID:14694,Johanson-Blizzard syndrome,1,1,TRUE
DOID:14695,galactokinase deficiency,3,3,TRUE
DOID:14699,thrombocytopenia-absent radius syndrome,8,8,TRUE
DOID:1470,major depressive disorder,571,571,TRUE
DOID:14701,propionic acidemia,2,2,TRUE
DOID:14702,branchiootorenal syndrome,4,4,TRUE
DOID:14705,Pfeiffer syndrome,4,4,TRUE
DOID:14711,FG syndrome,3,3,TRUE
DOID:14717,centronuclear myopathy,18,18,TRUE
DOID:14720,type I Ehlers-Danlos syndrome,3,3,TRUE
DOID:14723,beta-ketothiolase deficiency,1,1,TRUE
DOID:14725,autosomal dominant microcephaly,1,1,TRUE
DOID:14731,Weaver syndrome,2,2,TRUE
DOID:14735,hereditary angioedema,9,9,TRUE
DOID:14737,craniofrontonasal syndrome,1,1,TRUE
DOID:1474,aggressive periodontitis,1,1,TRUE
DOID:14743,trichorhinophalangeal syndrome type I,1,1,TRUE
DOID:14744,Partington syndrome,1,1,TRUE
DOID:14748,Sotos syndrome,7,7,TRUE
DOID:14749,methylmalonic acidemia,7,7,TRUE
DOID:1475,lymphangioma,43,43,TRUE
DOID:14753,isovaleric acidemia,1,1,TRUE
DOID:14755,argininosuccinic aciduria,1,1,TRUE
DOID:14756,autosomal dominant type IV Ehlers-Danlos syndrome,2,2,TRUE
DOID:14757,type III Ehlers-Danlos syndrome,2,2,TRUE
DOID:14759,autosomal recessive type IV Ehlers-Danlos syndrome,0,0,TRUE
DOID:14761,Greig cephalopolysyndactyly syndrome,1,1,TRUE
DOID:14762,calcaneonavicular coalition,3,3,TRUE
DOID:14764,Larsen syndrome,1,1,TRUE
DOID:14766,renal agenesis,48,48,TRUE
DOID:14768,Saethre-Chotzen syndrome,4,4,TRUE
DOID:14773,cartilage-hair hypoplasia,0,0,TRUE
DOID:14775,brittle cornea syndrome,3,3,TRUE
DOID:14777,benign familial neonatal epilepsy,5,5,TRUE
DOID:14778,blepharophimosis; ptosis; and epicanthus inversus syndrome,1,1,TRUE
DOID:14780,KBG syndrome,1,1,TRUE
DOID:14784,olivopontocerebellar atrophy,6,6,TRUE
DOID:14789,spondyloepiphyseal dysplasia congenita,1,1,TRUE
DOID:14791,Leber congenital amaurosis,18,18,TRUE
DOID:14793,hypohidrotic ectodermal dysplasia,8,8,TRUE
DOID:14796,Dubowitz syndrome,46,46,TRUE
DOID:14798,Blount's disease,0,0,TRUE
DOID:1483,gingival disease,63,63,TRUE
DOID:1485,cystic fibrosis,8,8,TRUE
DOID:1492,eye and adnexa disease,1066,1431,FALSE
DOID:1495,cystic echinococcosis,0,0,TRUE
DOID:1496,echinococcosis,3,3,TRUE
DOID:1498,cholera,0,0,TRUE
DOID:15,reproductive system disease,606,606,TRUE
DOID:150,disease of mental health,2523,2526,FALSE
DOID:1508,candidiasis,13,13,TRUE
DOID:1509,avoidant personality disorder,7,7,TRUE
DOID:1510,personality disorder,8,8,TRUE
DOID:1512,chronic gonorrhea of cervix,0,0,TRUE
DOID:1513,chronic cervicitis,0,0,TRUE
DOID:1517,cecal benign neoplasm,4,4,TRUE
DOID:1518,cecal disease,2,2,TRUE
DOID:1519,cecum carcinoma,0,0,TRUE
DOID:1520,colon carcinoma,8,8,TRUE
DOID:1521,cecum cancer,4,4,TRUE
DOID:1522,cecum lymphoma,0,0,TRUE
DOID:1523,colon lymphoma,0,0,TRUE
DOID:1525,nodular nonsuppurative panniculitis,4,4,TRUE
DOID:1526,panniculitis,4,4,TRUE
DOID:1529,penile disease,4,4,TRUE
DOID:1532,pleural disease,14,14,TRUE
DOID:154,mixed cell type cancer,20,20,TRUE
DOID:1540,parathyroid carcinoma,8,8,TRUE
DOID:1542,head and neck carcinoma,133,133,TRUE
DOID:1554,vibratory urticaria,0,0,TRUE
DOID:1555,urticaria,7,7,TRUE
DOID:1556,arthus reaction,0,0,TRUE
DOID:1557,hypersensitivity reaction type III disease,5,5,TRUE
DOID:1558,angioedema,35,35,TRUE
DOID:1561,cognitive disorder,1516,1520,FALSE
DOID:1562,chromoblastomycosis,0,0,TRUE
DOID:1563,dermatomycosis,0,0,TRUE
DOID:1564,fungal infectious disease,13,13,TRUE
DOID:1569,mechanical ectropion,0,0,TRUE
DOID:1570,ectropion,21,21,TRUE
DOID:1571,spastic ectropion,0,0,TRUE
DOID:1572,normal pressure hydrocephalus,2,2,TRUE
DOID:1573,communicating hydrocephalus,119,119,TRUE
DOID:1574,alcohol abuse,285,285,TRUE
DOID:1575,rheumatic disease,23,23,TRUE
DOID:1577,limited scleroderma,7,7,TRUE
DOID:1578,pulmonary systemic sclerosis,0,0,TRUE
DOID:1579,respiratory system disease,475,475,TRUE
DOID:1580,diffuse scleroderma,5,5,TRUE
DOID:1583,laryngeal tuberculosis,0,0,TRUE
DOID:1584,acute chest syndrome,0,0,TRUE
DOID:1586,rheumatic fever,0,0,TRUE
DOID:1587,thrombocytopenia due to platelet alloimmunization,22,22,TRUE
DOID:1588,thrombocytopenia,152,152,TRUE
DOID:1591,renovascular hypertension,10,10,TRUE
DOID:1595,endogenous depression,568,568,TRUE
DOID:1596,mental depression,594,594,TRUE
DOID:16,integumentary system disease,851,851,TRUE
DOID:1602,lymphadenitis,7,7,TRUE
DOID:1607,hypoglycemic coma,10,10,TRUE
DOID:161,keratosis,256,256,TRUE
DOID:1612,breast cancer,505,505,TRUE
DOID:1614,male breast cancer,4,4,TRUE
DOID:1616,benign eccrine breast spiradenoma,0,0,TRUE
DOID:1618,breast fibroadenoma,5,5,TRUE
DOID:162,cancer,2497,2497,TRUE
DOID:1623,breast leiomyoma,0,0,TRUE
DOID:1625,breast adenoma,3,3,TRUE
DOID:1626,breast duct papilloma,0,0,TRUE
DOID:1627,intraductal papilloma,0,0,TRUE
DOID:1628,intraductal papillary breast neoplasm,0,0,TRUE
DOID:1629,breast myofibroblastoma,0,0,TRUE
DOID:1631,benign breast phyllodes tumor,5,5,TRUE
DOID:1634,breast papillomatosis,0,0,TRUE
DOID:1637,breast angiomatosis,0,0,TRUE
DOID:1638,central nervous system tuberculosis,0,0,TRUE
DOID:1639,skeletal tuberculosis,0,0,TRUE
DOID:1641,benign breast adenomyoepithelioma,0,0,TRUE
DOID:1642,breast adenomyoepithelioma,0,0,TRUE
DOID:1647,female breast upper-inner quadrant cancer,0,0,TRUE
DOID:1649,female breast lower-inner quadrant cancer,0,0,TRUE
DOID:1650,female breast axillary tail cancer,0,0,TRUE
DOID:1657,ventricular septal defect,124,124,TRUE
DOID:1659,supratentorial cancer,61,61,TRUE
DOID:166,melanotic neuroectodermal tumor,0,0,TRUE
DOID:1660,malignant pineal area germ cell neoplasm,0,0,TRUE
DOID:1664,pineoblastoma,1,1,TRUE
DOID:1670,Behcet's syndrome arthropathy,0,0,TRUE
DOID:1672,spontaneous tension pneumothorax,0,0,TRUE
DOID:1673,pneumothorax,5,5,TRUE
DOID:1677,low implantation of placenta,0,0,TRUE
DOID:1678,chronic interstitial cystitis,3,3,TRUE
DOID:1679,cystitis,7,7,TRUE
DOID:1680,chronic cystitis,3,3,TRUE
DOID:1681,heart septal defect,173,173,TRUE
DOID:1682,congenital heart disease,261,261,TRUE
DOID:1686,glaucoma,145,145,TRUE
DOID:1687,neovascular glaucoma,0,0,TRUE
DOID:169,neuroendocrine tumor,19,19,TRUE
DOID:1697,ichthyosis,42,42,TRUE
DOID:1699,congenital ichthyosiform erythroderma,18,18,TRUE
DOID:17,musculoskeletal system disease,1377,1390,FALSE
DOID:170,endocrine gland cancer,213,213,TRUE
DOID:1700,X-linked ichthyosis,1,1,TRUE
DOID:1701,steroid inherited metabolic disorder,12,12,TRUE
DOID:1702,ichthyosis vulgaris,8,8,TRUE
DOID:1703,Richter's syndrome,37,37,TRUE
DOID:171,neuroectodermal tumor,4,4,TRUE
DOID:1712,aortic valve stenosis,49,49,TRUE
DOID:1713,benign shuddering attacks,0,0,TRUE
DOID:172,clear cell acanthoma,0,0,TRUE
DOID:1724,duodenal ulcer,7,7,TRUE
DOID:1725,peritoneum cancer,0,0,TRUE
DOID:1726,partial of retinal vein occlusion,0,0,TRUE
DOID:1727,retinal vein occlusion,3,3,TRUE
DOID:1729,retinal vascular occlusion,11,11,TRUE
DOID:173,eccrine sweat gland neoplasm,0,0,TRUE
DOID:1731,histoplasmosis,0,0,TRUE
DOID:1733,cryptosporidiosis,0,0,TRUE
DOID:1737,duodenal benign neoplasm,2,2,TRUE
DOID:1738,small intestine leiomyoma,0,0,TRUE
DOID:174,acanthoma,0,0,TRUE
DOID:1742,drug psychosis,26,26,TRUE
DOID:1748,conjunctival squamous cell carcinoma,0,0,TRUE
DOID:1749,squamous cell carcinoma,116,116,TRUE
DOID:175,vascular cancer,25,25,TRUE
DOID:1751,malignant conjunctival melanoma,0,0,TRUE
DOID:1752,ocular melanoma,0,0,TRUE
DOID:1754,mitral valve stenosis,5,5,TRUE
DOID:1756,facial nerve disease,86,86,TRUE
DOID:1757,facial hemiatrophy,0,0,TRUE
DOID:1759,American histoplasmosis,0,0,TRUE
DOID:176,cardiovascular cancer,40,40,TRUE
DOID:1760,facial nerve neoplasm,0,0,TRUE
DOID:1761,Melkersson-Rosenthal syndrome,0,0,TRUE
DOID:1762,cheilitis,6,6,TRUE
DOID:1766,factitious disorder,0,0,TRUE
DOID:1768,conversion disorder,0,0,TRUE
DOID:1770,toxic megacolon,28,28,TRUE
DOID:1776,labyrinthine unilateral reactive loss,0,0,TRUE
DOID:1777,unilateral hyperactive labyrinth,0,0,TRUE
DOID:178,vascular disease,824,824,TRUE
DOID:1781,thyroid cancer,78,78,TRUE
DOID:1785,pituitary cancer,11,11,TRUE
DOID:1786,adrenal rest tumor,0,0,TRUE
DOID:1787,pericarditis,3,3,TRUE
DOID:1788,peritoneal mesothelioma,0,0,TRUE
DOID:1789,benign peritoneal mesothelioma,0,0,TRUE
DOID:1790,malignant mesothelioma,133,133,TRUE
DOID:1791,peritoneal carcinoma,1,1,TRUE
DOID:1792,pancreas lymphoma,0,0,TRUE
DOID:1793,pancreatic cancer,113,113,TRUE
DOID:1795,tumor of exocrine pancreas,0,0,TRUE
DOID:1796,pancreas sarcoma,0,0,TRUE
DOID:1798,pancreatic endocrine carcinoma,0,0,TRUE
DOID:1799,islet cell tumor,13,13,TRUE
DOID:18,urinary system disease,622,681,FALSE
DOID:180,ossifying fibroma,0,0,TRUE
DOID:1800,neuroendocrine carcinoma,0,0,TRUE
DOID:1802,mononeuritis,4,4,TRUE
DOID:1803,neuritis,4,8,FALSE
DOID:1811,reflex sympathetic dystrophy,0,0,TRUE
DOID:182,calcinosis,124,124,TRUE
DOID:1822,secondary lacrimal atrophy,0,0,TRUE
DOID:1824,status epilepticus,83,83,TRUE
DOID:1825,childhood absence epilepsy,21,21,TRUE
DOID:1826,epilepsy,809,809,TRUE
DOID:1827,idiopathic generalized epilepsy,58,58,TRUE
DOID:1829,urethral stricture,0,0,TRUE
DOID:1835,mononeuritis multiplex,0,0,TRUE
DOID:1837,diabetic ketoacidosis,117,117,TRUE
DOID:1838,Menkes disease,2,2,TRUE
DOID:184,bone cancer,78,78,TRUE
DOID:1844,mononeuritis of upper limb,0,0,TRUE
DOID:1849,cannabis dependence,33,33,TRUE
DOID:1852,intrahepatic cholestasis,13,13,TRUE
DOID:1856,cherubism,12,12,TRUE
DOID:1858,McCune Albright syndrome,3,3,TRUE
DOID:1862,jaw cancer,2,2,TRUE
DOID:1863,skull cancer,0,0,TRUE
DOID:1866,giant cell reparative granuloma,0,0,TRUE
DOID:1869,chronic rheumatic pericarditis,0,0,TRUE
DOID:1875,impotence,0,0,TRUE
DOID:1876,sexual dysfunction,0,0,TRUE
DOID:1882,atrial heart septal defect,101,101,TRUE
DOID:1883,hepatitis C,15,15,TRUE
DOID:1884,viral hepatitis,0,0,TRUE
DOID:1891,optic nerve disease,225,225,TRUE
DOID:1893,eczematous dermatitis of eyelid,0,0,TRUE
DOID:1894,noninfectious dermatoses of eyelid,0,0,TRUE
DOID:1895,allergic contact dermatitis of eyelid,0,0,TRUE
DOID:1896,sigmoid neoplasm,0,0,TRUE
DOID:1897,sigmoid disease,0,0,TRUE
DOID:1901,vagina sarcoma,0,0,TRUE
DOID:1906,malignant skin fibrous histiocytoma,0,0,TRUE
DOID:1907,malignant fibroxanthoma,0,0,TRUE
DOID:1909,melanoma,201,201,TRUE
DOID:1910,vaginal yolk sac tumor,0,0,TRUE
DOID:1911,endodermal sinus tumor,0,0,TRUE
DOID:1919,Lesch-Nyhan syndrome,2,2,TRUE
DOID:192,sex cord-gonadal stromal tumor,1,1,TRUE
DOID:1920,hyperuricemia,17,17,TRUE
DOID:1921,Klinefelter's syndrome,0,0,TRUE
DOID:1923,sex differentiation disease,105,105,TRUE
DOID:1924,hypogonadism,228,228,TRUE
DOID:1925,Coffin-Siris syndrome,7,7,TRUE
DOID:1926,Gaucher's disease,6,6,TRUE
DOID:1927,sphingolipidosis,43,43,TRUE
DOID:1928,Williams-Beuren syndrome,9,9,TRUE
DOID:1929,supravalvular aortic stenosis,10,10,TRUE
DOID:193,reproductive organ cancer,621,621,TRUE
DOID:1930,Laurence-Moon syndrome,22,22,TRUE
DOID:1931,hypothalamic disease,1,1,TRUE
DOID:1932,Angelman syndrome,4,4,TRUE
DOID:1933,Rubinstein-Taybi syndrome,8,8,TRUE
DOID:1934,dysostosis,246,246,TRUE
DOID:1935,Bardet-Biedl syndrome,24,24,TRUE
DOID:1936,atherosclerosis,75,75,TRUE
DOID:1942,intermittent squint,0,0,TRUE
DOID:1943,telogen effluvium,0,0,TRUE
DOID:1947,trichomoniasis,0,0,TRUE
DOID:1949,cholecystitis,12,12,TRUE
DOID:1962,fallopian tube disease,0,0,TRUE
DOID:1963,fallopian tube carcinoma,0,0,TRUE
DOID:1964,fallopian tube cancer,0,0,TRUE
DOID:1965,fallopian tube leiomyosarcoma,0,0,TRUE
DOID:1967,leiomyosarcoma,5,5,TRUE
DOID:1969,cerebral palsy,28,28,TRUE
DOID:1970,fallopian tube carcinosarcoma,0,0,TRUE
DOID:1973,fallopian tube adenosarcoma,0,0,TRUE
DOID:1974,adenosarcoma,17,17,TRUE
DOID:1975,thymus lipoma,0,0,TRUE
DOID:1979,focal chorioretinitis,0,0,TRUE
DOID:1984,rectal neoplasm,18,18,TRUE
DOID:1988,rectum lymphoma,0,0,TRUE
DOID:1992,rectum malignant melanoma,0,0,TRUE
DOID:1993,rectum cancer,18,18,TRUE
DOID:1995,rectum sarcoma,0,0,TRUE
DOID:1996,rectum adenocarcinoma,0,0,TRUE
DOID:1998,Lutembacher's syndrome,0,0,TRUE
DOID:1999,chronic eustachian salpingitis,0,0,TRUE
DOID:200,giant cell tumor,1,1,TRUE
DOID:2000,otosalpingitis,0,0,TRUE
DOID:2001,neuroma,45,45,TRUE
DOID:2006,preretinal fibrosis,2,2,TRUE
DOID:2007,degeneration of macula and posterior pole,44,44,TRUE
DOID:201,connective tissue cancer,109,109,TRUE
DOID:2012,Nezelof syndrome,1,1,TRUE
DOID:2018,hyperinsulinism,87,87,TRUE
DOID:2021,placenta cancer,0,0,TRUE
DOID:2024,placental choriocarcinoma,0,0,TRUE
DOID:2025,gestational choriocarcinoma,0,0,TRUE
DOID:203,exostosis,15,15,TRUE
DOID:2030,anxiety disorder,605,605,TRUE
DOID:2033,communication disorder,128,128,TRUE
DOID:2034,encephalomalacia,1,1,TRUE
DOID:204,enthesopathy,0,0,TRUE
DOID:2043,hepatitis B,12,12,TRUE
DOID:2044,drug-induced hepatitis,0,0,TRUE
DOID:2047,hepatitis D,0,0,TRUE
DOID:2048,autoimmune hepatitis,20,20,TRUE
DOID:205,hyperostosis,30,30,TRUE
DOID:2050,acute maxillary sinusitis,0,0,TRUE
DOID:2051,maxillary sinusitis,0,0,TRUE
DOID:2053,reactive cutaneous fibrous lesion,49,49,TRUE
DOID:2055,post-traumatic stress disorder,0,0,TRUE
DOID:2058,chronic mucocutaneous candidiasis,12,12,TRUE
DOID:2059,vulvar disease,2,2,TRUE
DOID:206,hereditary multiple exostoses,7,7,TRUE
DOID:2060,vulvar nodular hidradenoma,0,0,TRUE
DOID:2061,nodular hidradenoma,0,0,TRUE
DOID:2064,vulvar syringoma,0,0,TRUE
DOID:2065,syringoma,49,49,TRUE
DOID:2066,vulvar angiokeratoma,0,0,TRUE
DOID:2068,Bartholin's gland benign neoplasm,0,0,TRUE
DOID:2071,vulvar squamous papilloma,0,0,TRUE
DOID:2072,vulvar squamous tumor,0,0,TRUE
DOID:2073,perinatal intestinal perforation,0,0,TRUE
DOID:2074,intestinal perforation,3,3,TRUE
DOID:2075,minor vestibular glands adenoma,0,0,TRUE
DOID:2076,vulvar glandular tumor,0,0,TRUE
DOID:2078,chondroid syringoma of the vulva,0,0,TRUE
DOID:2079,eccrine mixed tumor of skin,0,0,TRUE
DOID:2080,vulvar trichoepithelioma,0,0,TRUE
DOID:2088,outlet dysfunction constipation,0,0,TRUE
DOID:2089,constipation,136,136,TRUE
DOID:2092,transient arthritis,0,0,TRUE
DOID:2093,vulvar melanoma,0,0,TRUE
DOID:2095,sweat gland cancer,46,46,TRUE
DOID:2096,vulvar sarcoma,0,0,TRUE
DOID:2097,vulval Paget's disease,0,0,TRUE
DOID:2098,vulva adenocarcinoma,0,0,TRUE
DOID:210,heel spur,0,0,TRUE
DOID:2101,vulva squamous cell carcinoma,0,0,TRUE
DOID:2106,myotonia congenita,2,2,TRUE
DOID:2112,cystoisosporiasis,0,0,TRUE
DOID:2113,coccidiosis,0,0,TRUE
DOID:2115,B cell deficiency,78,78,TRUE
DOID:2120,focal dermal hypoplasia,1,1,TRUE
DOID:2122,pneumonic tularemia,0,0,TRUE
DOID:2123,tularemia,0,0,TRUE
DOID:2127,brain germinoma,0,0,TRUE
DOID:2129,atypical teratoid rhabdoid tumor,1,1,TRUE
DOID:2132,brain sarcoma,0,0,TRUE
DOID:2133,central nervous system sarcoma,0,0,TRUE
DOID:2135,temporal lobe neoplasm,0,0,TRUE
DOID:2139,paraurethral gland neoplasm,0,0,TRUE
DOID:214,teeth hard tissue disease,104,104,TRUE
DOID:2140,urethral urothelial papilloma,0,0,TRUE
DOID:2142,urethra leiomyoma,0,0,TRUE
DOID:2143,ovarian malignant mesothelioma,0,0,TRUE
DOID:2145,malignant ovarian cyst,0,0,TRUE
DOID:2146,ovary sarcoma,0,0,TRUE
DOID:2148,tuberculous oophoritis,0,0,TRUE
DOID:2149,urogenital tuberculosis,0,0,TRUE
DOID:2150,ovarian lymphoma,0,0,TRUE
DOID:2151,malignant ovarian surface epithelial-stromal neoplasm,9,9,TRUE
DOID:2152,ovary epithelial cancer,9,9,TRUE
DOID:2153,ovarian Wilms' cancer,0,0,TRUE
DOID:2154,nephroblastoma,17,17,TRUE
DOID:2155,malignant ovarian germ cell neoplasm,0,0,TRUE
DOID:2156,ovarian germ cell cancer,0,0,TRUE
DOID:216,dental caries,73,73,TRUE
DOID:2163,nasal cavity disease,81,81,TRUE
DOID:217,enamel caries,0,0,TRUE
DOID:2170,vaginitis,0,0,TRUE
DOID:2173,eyelid neoplasm,0,0,TRUE
DOID:2174,ocular cancer,14,14,TRUE
DOID:2176,carbuncle,0,0,TRUE
DOID:218,ascending colon cancer,0,0,TRUE
DOID:2181,post-surgical hypoinsulinemia,0,0,TRUE
DOID:2187,amelogenesis imperfecta,20,20,TRUE
DOID:219,colon cancer,152,152,TRUE
DOID:221,acute perichondritis of pinna,0,0,TRUE
DOID:2211,factor XIII deficiency,2,2,TRUE
DOID:2212,coagulation protein disease,0,0,TRUE
DOID:2213,hemorrhagic disease,238,238,TRUE
DOID:2214,inherited blood coagulation disease,43,43,TRUE
DOID:2215,factor VII deficiency,8,8,TRUE
DOID:2216,factor V deficiency,8,8,TRUE
DOID:2217,Bernard-Soulier syndrome,3,3,TRUE
DOID:2218,blood platelet disease,163,163,TRUE
DOID:2219,Glanzmann's thrombasthenia,5,5,TRUE
DOID:222,perichondritis of auricle,0,0,TRUE
DOID:2222,factor X deficiency,2,2,TRUE
DOID:2223,platelet storage pool deficiency,0,0,TRUE
DOID:2224,essential thrombocythemia,44,44,TRUE
DOID:2226,myeloproliferative neoplasm,54,54,TRUE
DOID:2228,thrombocytosis,14,14,TRUE
DOID:2229,factor XI deficiency,5,5,TRUE
