GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0046452,dihydrofolate metabolic process,3,3,TRUE
GO:0046653,tetrahydrofolate metabolic process,7,14,FALSE
GO:0009396,folic acid-containing compound biosynthetic process,6,9,FALSE
GO:0046654,tetrahydrofolate biosynthetic process,3,5,FALSE
GO:0000305,response to oxygen radical,3,16,FALSE
GO:1990748,cellular detoxification,4,22,FALSE
GO:0071451,cellular response to superoxide,0,15,FALSE
GO:0098754,detoxification,16,36,FALSE
GO:0000303,response to superoxide,2,15,FALSE
GO:2000121,regulation of removal of superoxide radicals,4,7,FALSE
GO:0071450,cellular response to oxygen radical,0,15,FALSE
GO:0090322,regulation of superoxide metabolic process,18,21,FALSE
GO:0019430,removal of superoxide radicals,8,15,FALSE
GO:0098869,cellular oxidant detoxification,4,19,FALSE
GO:0019646,aerobic electron transport chain,14,14,TRUE
GO:0006123,mitochondrial electron transport; cytochrome c to oxygen,14,14,TRUE
GO:0042423,catecholamine biosynthetic process,5,14,FALSE
GO:0009713,catechol-containing compound biosynthetic process,0,14,FALSE
GO:0019226,transmission of nerve impulse,9,41,FALSE
GO:0043217,myelin maintenance,6,6,TRUE
GO:0032287,peripheral nervous system myelin maintenance,1,1,TRUE
GO:0032928,regulation of superoxide anion generation,13,13,TRUE
GO:0042554,superoxide anion generation,10,23,FALSE
GO:0032930,positive regulation of superoxide anion generation,11,11,TRUE
GO:0040014,regulation of multicellular organism growth,18,18,TRUE
GO:0035264,multicellular organism growth,3,20,FALSE
GO:0045471,response to ethanol,16,23,FALSE
GO:0060052,neurofilament cytoskeleton organization,1,1,TRUE
GO:0060087,relaxation of vascular smooth muscle,1,1,TRUE
GO:0044557,relaxation of smooth muscle,2,2,TRUE
GO:0042311,vasodilation,4,9,FALSE
GO:0097755,positive regulation of blood vessel diameter,11,21,FALSE
GO:0045986,negative regulation of smooth muscle contraction,1,4,FALSE
GO:0042491,inner ear auditory receptor cell differentiation,2,9,FALSE
GO:0060088,auditory receptor cell stereocilium organization,2,4,FALSE
GO:0060117,auditory receptor cell development,2,6,FALSE
GO:0002093,auditory receptor cell morphogenesis,0,4,FALSE
GO:1902177,positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,2,4,FALSE
GO:0072378,blood coagulation; fibrin clot formation,5,26,FALSE
GO:0007597,blood coagulation; intrinsic pathway,17,17,TRUE
GO:0000050,urea cycle,10,10,TRUE
GO:0071941,nitrogen cycle metabolic process,0,12,FALSE
GO:0019627,urea metabolic process,11,12,FALSE
GO:0006593,ornithine catabolic process,1,1,TRUE
GO:0006591,ornithine metabolic process,6,9,FALSE
GO:0019240,citrulline biosynthetic process,4,5,FALSE
GO:0097272,ammonia homeostasis,1,2,FALSE
GO:0018149,peptide cross-linking,34,48,FALSE
GO:0046130,purine ribonucleoside catabolic process,1,8,FALSE
GO:0042454,ribonucleoside catabolic process,0,13,FALSE
GO:0046102,inosine metabolic process,4,4,TRUE
GO:0006148,inosine catabolic process,1,1,TRUE
GO:0006152,purine nucleoside catabolic process,1,8,FALSE
GO:0072526,pyridine-containing compound catabolic process,0,6,FALSE
GO:0070638,pyridine nucleoside catabolic process,0,2,FALSE
GO:0070637,pyridine nucleoside metabolic process,2,2,TRUE
GO:0006738,nicotinamide riboside catabolic process,2,2,TRUE
GO:0046495,nicotinamide riboside metabolic process,2,2,TRUE
GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway,15,15,TRUE
GO:0034418,urate biosynthetic process,2,2,TRUE
GO:0043101,purine-containing compound salvage,14,15,FALSE
GO:0070970,interleukin-2 secretion,1,6,FALSE
GO:0046129,purine ribonucleoside biosynthetic process,0,8,FALSE
GO:0042451,purine nucleoside biosynthetic process,0,8,FALSE
GO:0042455,ribonucleoside biosynthetic process,0,11,FALSE
GO:0006166,purine ribonucleoside salvage,2,2,TRUE
GO:0046098,guanine metabolic process,1,3,FALSE
GO:0046112,nucleobase biosynthetic process,0,16,FALSE
GO:0043096,purine nucleobase salvage,6,6,TRUE
GO:0006178,guanine salvage,2,2,TRUE
GO:0009112,nucleobase metabolic process,23,23,TRUE
GO:0006144,purine nucleobase metabolic process,17,17,TRUE
GO:0009113,purine nucleobase biosynthetic process,13,13,TRUE
GO:0046099,guanine biosynthetic process,0,2,FALSE
GO:0043103,hypoxanthine salvage,4,4,TRUE
GO:0046100,hypoxanthine metabolic process,2,6,FALSE
GO:0046101,hypoxanthine biosynthetic process,1,5,FALSE
GO:0033240,positive regulation of cellular amine metabolic process,0,5,FALSE
GO:0045964,positive regulation of dopamine metabolic process,1,2,FALSE
GO:0045915,positive regulation of catecholamine metabolic process,0,2,FALSE
GO:0046037,GMP metabolic process,1,4,FALSE
GO:0009128,purine nucleoside monophosphate catabolic process,0,7,FALSE
GO:0046038,GMP catabolic process,2,2,TRUE
GO:0009169,purine ribonucleoside monophosphate catabolic process,0,7,FALSE
GO:1901069,guanosine-containing compound catabolic process,0,3,FALSE
GO:0009158,ribonucleoside monophosphate catabolic process,0,7,FALSE
GO:0006531,aspartate metabolic process,8,8,TRUE
GO:0006533,aspartate catabolic process,3,3,TRUE
GO:0046487,glyoxylate metabolic process,6,7,FALSE
GO:0010519,negative regulation of phospholipase activity,7,7,TRUE
GO:0060192,negative regulation of lipase activity,2,13,FALSE
GO:1900275,negative regulation of phospholipase C activity,2,2,TRUE
GO:1904528,positive regulation of microtubule binding,3,3,TRUE
GO:1904616,regulation of actin binding,2,2,TRUE
GO:1904531,positive regulation of actin filament binding,1,1,TRUE
GO:1904529,regulation of actin filament binding,2,2,TRUE
GO:1904618,positive regulation of actin binding,0,1,FALSE
GO:0099563,modification of synaptic structure,4,9,FALSE
GO:1905244,regulation of modification of synaptic structure,5,5,TRUE
GO:1990051,activation of protein kinase C activity,2,2,TRUE
GO:0032429,regulation of phospholipase A2 activity,1,10,FALSE
GO:0032431,activation of phospholipase A2 activity,2,4,FALSE
GO:0043006,activation of phospholipase A2 activity by calcium-mediated signaling,2,2,TRUE
GO:0032430,positive regulation of phospholipase A2 activity,4,6,FALSE
GO:0070141,response to UV-A,3,6,FALSE
GO:1900019,regulation of protein kinase C activity,0,4,FALSE
GO:1900020,positive regulation of protein kinase C activity,4,4,TRUE
GO:1903800,positive regulation of production of miRNAs involved in gene silencing by miRNA,8,8,TRUE
GO:0000212,meiotic spindle organization,4,5,FALSE
GO:0051296,establishment of meiotic spindle orientation,1,1,TRUE
GO:0051295,establishment of meiotic spindle localization,3,4,FALSE
GO:1905133,negative regulation of meiotic chromosome separation,0,1,FALSE
GO:1901994,negative regulation of meiotic cell cycle phase transition,1,1,TRUE
GO:1902102,regulation of metaphase/anaphase transition of meiotic cell cycle,0,1,FALSE
GO:0044771,meiotic cell cycle phase transition,0,4,FALSE
GO:1905132,regulation of meiotic chromosome separation,0,1,FALSE
GO:1901993,regulation of meiotic cell cycle phase transition,3,4,FALSE
GO:1902103,negative regulation of metaphase/anaphase transition of meiotic cell cycle,1,1,TRUE
GO:0044785,metaphase/anaphase transition of meiotic cell cycle,0,1,FALSE
GO:0031639,plasminogen activation,9,21,FALSE
GO:0046351,disaccharide biosynthetic process,0,5,FALSE
GO:0005988,lactose metabolic process,3,3,TRUE
GO:0005989,lactose biosynthetic process,3,3,TRUE
GO:1900047,negative regulation of hemostasis,0,46,FALSE
GO:0050819,negative regulation of coagulation,2,48,FALSE
GO:0030195,negative regulation of blood coagulation,32,46,FALSE
GO:0010544,negative regulation of platelet activation,15,15,TRUE
GO:2000257,regulation of protein activation cascade,0,48,FALSE
GO:0030449,regulation of complement activation,46,48,FALSE
GO:0032967,positive regulation of collagen biosynthetic process,14,15,FALSE
GO:0010714,positive regulation of collagen metabolic process,0,16,FALSE
GO:0010712,regulation of collagen metabolic process,1,22,FALSE
GO:0032965,regulation of collagen biosynthetic process,0,17,FALSE
GO:0042730,fibrinolysis,17,25,FALSE
GO:0014014,negative regulation of gliogenesis,10,16,FALSE
GO:0045686,negative regulation of glial cell differentiation,9,9,TRUE
GO:0048712,negative regulation of astrocyte differentiation,4,4,TRUE
GO:0051818,disruption of cells of other organism involved in symbiotic interaction,6,12,FALSE
GO:0051873,killing by host of symbiont cells,6,8,FALSE
GO:0051883,killing of cells in other organism involved in symbiotic interaction,0,11,FALSE
GO:0051852,disruption by host of symbiont cells,6,9,FALSE
GO:0051838,cytolysis by host of symbiont cells,1,1,TRUE
GO:0051801,cytolysis in other organism involved in symbiotic interaction,2,4,FALSE
GO:0051917,regulation of fibrinolysis,2,13,FALSE
GO:0051918,negative regulation of fibrinolysis,9,9,TRUE
GO:0070945,neutrophil mediated killing of gram-negative bacterium,2,3,FALSE
GO:0070944,neutrophil mediated killing of bacterium,3,4,FALSE
GO:0070943,neutrophil mediated killing of symbiont cell,3,5,FALSE
GO:0070942,neutrophil mediated cytotoxicity,0,7,FALSE
GO:1900738,positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway,3,3,TRUE
GO:1900736,regulation of phospholipase C-activating G-protein coupled receptor signaling pathway,0,4,FALSE
GO:0002455,humoral immune response mediated by circulating immunoglobulin,2,17,FALSE
GO:0006958,complement activation; classical pathway,9,12,FALSE
GO:2000296,negative regulation of hydrogen peroxide catabolic process,1,1,TRUE
GO:2000295,regulation of hydrogen peroxide catabolic process,0,2,FALSE
GO:0010727,negative regulation of hydrogen peroxide metabolic process,5,5,TRUE
GO:0007598,blood coagulation; extrinsic pathway,4,4,TRUE
GO:0006957,complement activation; alternative pathway,5,6,FALSE
GO:0051919,positive regulation of fibrinolysis,4,4,TRUE
GO:0052047,interaction with other organism via secreted substance involved in symbiotic interaction,1,2,FALSE
GO:0052212,modification of morphology or physiology of other organism via secreted substance involved in symbiotic interaction,0,1,FALSE
GO:0052213,interaction with symbiont via secreted substance involved in symbiotic interaction,1,1,TRUE
GO:0052182,modification by host of symbiont morphology or physiology via secreted substance,1,1,TRUE
GO:2000048,negative regulation of cell-cell adhesion mediated by cadherin,5,5,TRUE
GO:0002353,plasma kallikrein-kinin cascade,1,2,FALSE
GO:0002254,kinin cascade,1,2,FALSE
GO:0002541,activation of plasma proteins involved in acute inflammatory response,1,3,FALSE
GO:0002542,Factor XII activation,2,2,TRUE
GO:0010755,regulation of plasminogen activation,12,12,TRUE
GO:0010756,positive regulation of plasminogen activation,6,6,TRUE
GO:0061302,smooth muscle cell-matrix adhesion,2,5,FALSE
GO:2000097,regulation of smooth muscle cell-matrix adhesion,1,3,FALSE
GO:0006154,adenosine catabolic process,3,3,TRUE
GO:0046085,adenosine metabolic process,2,5,FALSE
GO:0043173,nucleotide salvage,0,7,FALSE
GO:0032261,purine nucleotide salvage,1,4,FALSE
GO:0046103,inosine biosynthetic process,3,3,TRUE
GO:0001973,adenosine receptor signaling pathway,1,4,FALSE
GO:0060167,regulation of adenosine receptor signaling pathway,0,3,FALSE
GO:0035587,purinergic receptor signaling pathway,3,7,FALSE
GO:0060169,negative regulation of adenosine receptor signaling pathway,1,1,TRUE
GO:0035588,G-protein coupled purinergic receptor signaling pathway,1,4,FALSE
GO:2000878,positive regulation of oligopeptide transport,0,2,FALSE
GO:2001150,positive regulation of dipeptide transmembrane transport,2,2,TRUE
GO:0042938,dipeptide transport,0,2,FALSE
GO:0035442,dipeptide transmembrane transport,0,2,FALSE
GO:0035672,oligopeptide transmembrane transport,1,4,FALSE
GO:2000880,positive regulation of dipeptide transport,0,2,FALSE
GO:0090088,regulation of oligopeptide transport,0,2,FALSE
GO:2001148,regulation of dipeptide transmembrane transport,0,2,FALSE
GO:0090089,regulation of dipeptide transport,0,2,FALSE
GO:0000053,argininosuccinate metabolic process,1,1,TRUE
GO:0006526,arginine biosynthetic process,6,6,TRUE
GO:0001974,blood vessel remodeling,12,18,FALSE
GO:0002016,regulation of blood volume by renin-angiotensin,2,4,FALSE
GO:0002018,renin-angiotensin regulation of aldosterone production,2,2,TRUE
GO:2000846,regulation of corticosteroid hormone secretion,7,10,FALSE
GO:0035932,aldosterone secretion,0,3,FALSE
GO:0035930,corticosteroid hormone secretion,0,10,FALSE
GO:2000855,regulation of mineralocorticoid secretion,0,3,FALSE
GO:0003071,renal system process involved in regulation of systemic arterial blood pressure,13,15,FALSE
GO:0035931,mineralocorticoid secretion,0,3,FALSE
GO:2000858,regulation of aldosterone secretion,0,3,FALSE
GO:0002019,regulation of renal output by angiotensin,2,2,TRUE
GO:0003072,renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure,3,3,TRUE
GO:0002034,regulation of blood vessel diameter by renin-angiotensin,3,3,TRUE
GO:0007199,G-protein coupled receptor signaling pathway coupled to cGMP nucleotide second messenger,2,2,TRUE
GO:0010536,positive regulation of activation of Janus kinase activity,7,7,TRUE
GO:0010533,regulation of activation of Janus kinase activity,8,8,TRUE
GO:0045940,positive regulation of steroid metabolic process,7,21,FALSE
GO:0010873,positive regulation of cholesterol esterification,7,8,FALSE
GO:0010872,regulation of cholesterol esterification,9,10,FALSE
GO:0014874,response to stimulus involved in regulation of muscle adaptation,2,7,FALSE
GO:0014850,response to muscle activity,7,8,FALSE
GO:0014823,response to activity,10,11,FALSE
GO:0014873,response to muscle activity involved in regulation of muscle adaptation,2,2,TRUE
GO:0033864,positive regulation of NAD(P)H oxidase activity,4,4,TRUE
GO:0033860,regulation of NAD(P)H oxidase activity,6,6,TRUE
GO:0034374,low-density lipoprotein particle remodeling,11,12,FALSE
GO:0044062,regulation of excretion,5,7,FALSE
GO:0035813,regulation of renal sodium excretion,5,6,FALSE
GO:0098801,regulation of renal system process,0,16,FALSE
GO:0055078,sodium ion homeostasis,8,29,FALSE
GO:0035812,renal sodium excretion,0,6,FALSE
GO:0051386,regulation of neurotrophin TRK receptor signaling pathway,1,4,FALSE
GO:0038179,neurotrophin signaling pathway,10,25,FALSE
GO:0048011,neurotrophin TRK receptor signaling pathway,15,19,FALSE
GO:0051387,negative regulation of neurotrophin TRK receptor signaling pathway,2,2,TRUE
GO:1905332,positive regulation of morphogenesis of an epithelium,0,19,FALSE
GO:0060688,regulation of morphogenesis of a branching structure,5,24,FALSE
GO:0090189,regulation of branching involved in ureteric bud morphogenesis,1,15,FALSE
GO:0090190,positive regulation of branching involved in ureteric bud morphogenesis,12,12,TRUE
GO:0061213,positive regulation of mesonephros development,14,15,FALSE
GO:0061217,regulation of mesonephros development,17,18,FALSE
GO:1901201,regulation of extracellular matrix assembly,2,5,FALSE
GO:1903598,positive regulation of gap junction assembly,3,3,TRUE
GO:1903596,regulation of gap junction assembly,0,4,FALSE
GO:0016264,gap junction assembly,6,10,FALSE
GO:2000258,negative regulation of protein activation cascade,0,6,FALSE
GO:0002921,negative regulation of humoral immune response,0,8,FALSE
GO:0001869,negative regulation of complement activation; lectin pathway,2,2,TRUE
GO:0001868,regulation of complement activation; lectin pathway,2,2,TRUE
GO:0045916,negative regulation of complement activation,1,6,FALSE
GO:0010574,regulation of vascular endothelial growth factor production,2,27,FALSE
GO:0010575,positive regulation of vascular endothelial growth factor production,23,24,FALSE
GO:0097242,amyloid-beta clearance,11,19,FALSE
GO:2000425,regulation of apoptotic cell clearance,0,8,FALSE
GO:2000427,positive regulation of apoptotic cell clearance,5,6,FALSE
GO:0010760,negative regulation of macrophage chemotaxis,4,4,TRUE
GO:0048246,macrophage chemotaxis,9,24,FALSE
GO:1905522,negative regulation of macrophage migration,1,5,FALSE
GO:0010758,regulation of macrophage chemotaxis,3,15,FALSE
GO:1905517,macrophage migration,0,28,FALSE
GO:1905521,regulation of macrophage migration,0,19,FALSE
GO:0051045,negative regulation of membrane protein ectodomain proteolysis,7,7,TRUE
GO:1901163,regulation of trophoblast cell migration,0,11,FALSE
GO:0061450,trophoblast cell migration,0,11,FALSE
GO:1901164,negative regulation of trophoblast cell migration,5,5,TRUE
GO:0010711,negative regulation of collagen catabolic process,1,1,TRUE
GO:0010710,regulation of collagen catabolic process,2,4,FALSE
GO:0010713,negative regulation of collagen metabolic process,0,3,FALSE
GO:1903054,negative regulation of extracellular matrix organization,1,8,FALSE
GO:0010716,negative regulation of extracellular matrix disassembly,4,4,TRUE
GO:0060311,negative regulation of elastin catabolic process,1,1,TRUE
GO:0051541,elastin metabolic process,1,3,FALSE
GO:0060310,regulation of elastin catabolic process,0,1,FALSE
GO:0060309,elastin catabolic process,0,1,FALSE
GO:0060312,regulation of blood vessel remodeling,3,6,FALSE
GO:0060313,negative regulation of blood vessel remodeling,1,1,TRUE
GO:0050907,detection of chemical stimulus involved in sensory perception,18,43,FALSE
GO:0050909,sensory perception of taste,7,48,FALSE
GO:0050913,sensory perception of bitter taste,0,39,FALSE
GO:0050912,detection of chemical stimulus involved in sensory perception of taste,18,42,FALSE
GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste,16,38,FALSE
GO:0015671,oxygen transport,6,7,FALSE
GO:0015669,gas transport,9,10,FALSE
GO:0045655,regulation of monocyte differentiation,2,14,FALSE
GO:0045656,negative regulation of monocyte differentiation,4,4,TRUE
GO:0048147,negative regulation of fibroblast proliferation,18,18,TRUE
GO:0072111,cell proliferation involved in kidney development,3,15,FALSE
GO:1901724,positive regulation of cell proliferation involved in kidney development,0,3,FALSE
GO:0072185,metanephric cap development,0,2,FALSE
GO:1901722,regulation of cell proliferation involved in kidney development,0,9,FALSE
GO:0072133,metanephric mesenchyme morphogenesis,1,2,FALSE
GO:0072186,metanephric cap morphogenesis,0,2,FALSE
GO:0090095,regulation of metanephric cap mesenchymal cell proliferation,0,1,FALSE
GO:0072215,regulation of metanephros development,6,14,FALSE
GO:0072216,positive regulation of metanephros development,2,12,FALSE
GO:0072131,kidney mesenchyme morphogenesis,1,2,FALSE
GO:0090094,metanephric cap mesenchymal cell proliferation involved in metanephros development,1,2,FALSE
GO:0072203,cell proliferation involved in metanephros development,0,7,FALSE
GO:0090096,positive regulation of metanephric cap mesenchymal cell proliferation,1,1,TRUE
GO:1900029,positive regulation of ruffle assembly,13,13,TRUE
GO:0097178,ruffle assembly,6,29,FALSE
GO:1900027,regulation of ruffle assembly,5,23,FALSE
GO:2000628,regulation of miRNA metabolic process,2,8,FALSE
GO:2000630,positive regulation of miRNA metabolic process,3,5,FALSE
GO:0003094,glomerular filtration,7,13,FALSE
GO:0003104,positive regulation of glomerular filtration,3,3,TRUE
GO:0003093,regulation of glomerular filtration,6,6,TRUE
GO:0001977,renal system process involved in regulation of blood volume,10,10,TRUE
GO:0097205,renal filtration,8,14,FALSE
GO:0010511,regulation of phosphatidylinositol biosynthetic process,8,8,TRUE
GO:0010512,negative regulation of phosphatidylinositol biosynthetic process,2,2,TRUE
GO:0071072,negative regulation of phospholipid biosynthetic process,1,3,FALSE
GO:2000591,positive regulation of metanephric mesenchymal cell migration,1,3,FALSE
GO:0035788,cell migration involved in metanephros development,0,4,FALSE
GO:0035793,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,3,3,TRUE
GO:1900238,regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,3,3,TRUE
GO:0035789,metanephric mesenchymal cell migration,0,4,FALSE
GO:2000589,regulation of metanephric mesenchymal cell migration,0,4,FALSE
GO:0035787,cell migration involved in kidney development,1,5,FALSE
GO:0038001,paracrine signaling,5,5,TRUE
GO:0071505,response to mycophenolic acid,0,2,FALSE
GO:0010046,response to mycotoxin,1,4,FALSE
GO:0071506,cellular response to mycophenolic acid,2,2,TRUE
GO:0036146,cellular response to mycotoxin,1,4,FALSE
GO:0072126,positive regulation of glomerular mesangial cell proliferation,2,2,TRUE
GO:0090193,positive regulation of glomerulus development,1,6,FALSE
GO:0072110,glomerular mesangial cell proliferation,2,7,FALSE
GO:0072124,regulation of glomerular mesangial cell proliferation,6,6,TRUE
GO:0090192,regulation of glomerulus development,6,10,FALSE
GO:0072109,glomerular mesangium development,0,9,FALSE
GO:0072143,mesangial cell development,1,3,FALSE
GO:0072144,glomerular mesangial cell development,2,2,TRUE
GO:0072007,mesangial cell differentiation,0,4,FALSE
GO:0072209,metanephric mesangial cell differentiation,0,2,FALSE
GO:0072254,metanephric glomerular mesangial cell differentiation,1,2,FALSE
GO:0072008,glomerular mesangial cell differentiation,1,3,FALSE
GO:1904238,pericyte cell differentiation,0,4,FALSE
GO:0072223,metanephric glomerular mesangium development,0,5,FALSE
GO:0072255,metanephric glomerular mesangial cell development,1,1,TRUE
GO:1900127,positive regulation of hyaluronan biosynthetic process,3,3,TRUE
GO:1904754,positive regulation of vascular associated smooth muscle cell migration,8,8,TRUE
GO:1904738,vascular associated smooth muscle cell migration,0,12,FALSE
GO:1904752,regulation of vascular associated smooth muscle cell migration,0,12,FALSE
GO:1905176,positive regulation of vascular smooth muscle cell dedifferentiation,1,1,TRUE
GO:1900241,positive regulation of phenotypic switching,0,2,FALSE
GO:0046475,glycerophospholipid catabolic process,13,21,FALSE
GO:0060696,regulation of phospholipid catabolic process,1,6,FALSE
GO:0009395,phospholipid catabolic process,5,31,FALSE
GO:0010899,regulation of phosphatidylcholine catabolic process,3,3,TRUE
GO:0034638,phosphatidylcholine catabolic process,4,7,FALSE
GO:0010984,regulation of lipoprotein particle clearance,15,15,TRUE
GO:0010986,positive regulation of lipoprotein particle clearance,3,5,FALSE
GO:0034382,chylomicron remnant clearance,7,8,FALSE
GO:0071830,triglyceride-rich lipoprotein particle clearance,7,8,FALSE
GO:0061771,response to caloric restriction,2,3,FALSE
GO:0061889,negative regulation of astrocyte activation,1,1,TRUE
GO:0150079,negative regulation of neuroinflammatory response,0,3,FALSE
GO:0150076,neuroinflammatory response,0,18,FALSE
GO:0061888,regulation of astrocyte activation,0,4,FALSE
GO:0061900,glial cell activation,5,18,FALSE
GO:0150077,regulation of neuroinflammatory response,0,9,FALSE
GO:0048143,astrocyte activation,5,9,FALSE
GO:0035376,sterol import,0,9,FALSE
GO:0070508,cholesterol import,4,9,FALSE
GO:0090118,receptor-mediated endocytosis involved in cholesterol transport,3,5,FALSE
GO:1900223,positive regulation of amyloid-beta clearance,6,6,TRUE
GO:1900221,regulation of amyloid-beta clearance,2,10,FALSE
GO:0043031,negative regulation of macrophage activation,7,8,FALSE
GO:0001774,microglial cell activation,8,15,FALSE
GO:1903979,negative regulation of microglial cell activation,2,3,FALSE
GO:0002269,leukocyte activation involved in inflammatory response,8,15,FALSE
GO:1903978,regulation of microglial cell activation,0,9,FALSE
GO:1905165,regulation of lysosomal protein catabolic process,2,6,FALSE
GO:1904352,positive regulation of protein catabolic process in the vacuole,5,5,TRUE
GO:0007039,protein catabolic process in the vacuole,5,13,FALSE
GO:1904350,regulation of protein catabolic process in the vacuole,2,8,FALSE
GO:1905167,positive regulation of lysosomal protein catabolic process,3,3,TRUE
GO:1905146,lysosomal protein catabolic process,3,9,FALSE
GO:1990000,amyloid fibril formation,8,15,FALSE
GO:1905906,regulation of amyloid fibril formation,1,8,FALSE
GO:1905907,negative regulation of amyloid fibril formation,4,4,TRUE
GO:0002246,wound healing involved in inflammatory response,1,4,FALSE
GO:0002248,connective tissue replacement involved in inflammatory response wound healing,3,3,TRUE
GO:0090594,inflammatory response to wounding,0,4,FALSE
GO:0007182,common-partner SMAD protein phosphorylation,3,3,TRUE
GO:0007435,salivary gland morphogenesis,3,7,FALSE
GO:0010763,positive regulation of fibroblast migration,6,6,TRUE
GO:0010936,negative regulation of macrophage cytokine production,5,5,TRUE
GO:0019049,evasion or tolerance of host defenses by virus,3,3,TRUE
GO:0044413,avoidance of host defenses,0,3,FALSE
GO:0052200,response to host defenses,0,4,FALSE
GO:0051834,evasion or tolerance of defenses of other organism involved in symbiotic interaction,0,3,FALSE
GO:0052173,response to defenses of other organism involved in symbiotic interaction,0,4,FALSE
GO:0044415,evasion or tolerance of host defenses,0,3,FALSE
GO:0051832,avoidance of defenses of other organism involved in symbiotic interaction,0,3,FALSE
GO:0075136,response to host,0,4,FALSE
GO:0032740,positive regulation of interleukin-17 production,13,13,TRUE
GO:0043932,ossification involved in bone remodeling,2,2,TRUE
GO:0048535,lymph node development,4,4,TRUE
GO:0060391,positive regulation of SMAD protein signal transduction,11,11,TRUE
GO:1901203,positive regulation of extracellular matrix assembly,3,3,TRUE
GO:1901664,regulation of NAD+ ADP-ribosyltransferase activity,0,2,FALSE
GO:1901666,positive regulation of NAD+ ADP-ribosyltransferase activity,2,2,TRUE
GO:1904376,negative regulation of protein localization to cell periphery,1,22,FALSE
GO:1903077,negative regulation of protein localization to plasma membrane,17,20,FALSE
GO:1905313,transforming growth factor beta receptor signaling pathway involved in heart development,1,1,TRUE
GO:1990402,embryonic liver development,1,1,TRUE
GO:2000679,positive regulation of transcription regulatory region DNA binding,14,19,FALSE
GO:0062042,regulation of cardiac epithelial to mesenchymal transition,2,10,FALSE
GO:1905005,regulation of epithelial to mesenchymal transition involved in endocardial cushion formation,2,8,FALSE
GO:0032455,nerve growth factor processing,1,1,TRUE
GO:0006182,cGMP biosynthetic process,10,10,TRUE
GO:0007168,receptor guanylyl cyclase signaling pathway,11,11,TRUE
GO:0010460,positive regulation of heart rate,13,14,FALSE
GO:0060372,regulation of atrial cardiac muscle cell membrane repolarization,7,7,TRUE
GO:0099624,atrial cardiac muscle cell membrane repolarization,0,10,FALSE
GO:1902304,positive regulation of potassium ion export,2,2,TRUE
GO:1903764,regulation of potassium ion export across plasma membrane,1,3,FALSE
GO:1902302,regulation of potassium ion export,1,5,FALSE
GO:0097623,potassium ion export across plasma membrane,4,7,FALSE
GO:0071435,potassium ion export,11,15,FALSE
GO:1903766,positive regulation of potassium ion export across plasma membrane,1,1,TRUE
GO:0032098,regulation of appetite,2,13,FALSE
GO:0010893,positive regulation of steroid biosynthetic process,6,13,FALSE
GO:0006701,progesterone biosynthetic process,3,5,FALSE
GO:0042448,progesterone metabolic process,6,11,FALSE
GO:0040018,positive regulation of multicellular organism growth,7,7,TRUE
GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,8,8,TRUE
GO:0045779,negative regulation of bone resorption,6,6,TRUE
GO:0051482,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway,18,23,FALSE
GO:0008628,hormone-mediated apoptotic signaling pathway,3,3,TRUE
GO:0010676,positive regulation of cellular carbohydrate metabolic process,13,35,FALSE
GO:0010907,positive regulation of glucose metabolic process,7,24,FALSE
GO:0070875,positive regulation of glycogen metabolic process,0,15,FALSE
GO:0045725,positive regulation of glycogen biosynthetic process,14,14,TRUE
GO:0010962,regulation of glucan biosynthetic process,21,21,TRUE
GO:0070873,regulation of glycogen metabolic process,2,25,FALSE
GO:0005979,regulation of glycogen biosynthetic process,21,21,TRUE
GO:0032958,inositol phosphate biosynthetic process,5,15,FALSE
GO:0060732,positive regulation of inositol phosphate biosynthetic process,4,8,FALSE
GO:1902932,positive regulation of alcohol biosynthetic process,0,16,FALSE
GO:0010919,regulation of inositol phosphate biosynthetic process,4,10,FALSE
GO:0070459,prolactin secretion,2,3,FALSE
GO:0021984,adenohypophysis development,2,4,FALSE
GO:0030252,growth hormone secretion,6,11,FALSE
GO:0048520,positive regulation of behavior,5,10,FALSE
GO:0045187,regulation of circadian sleep/wake cycle; sleep,6,6,TRUE
GO:0046005,positive regulation of circadian sleep/wake cycle; REM sleep,1,1,TRUE
GO:0045938,positive regulation of circadian sleep/wake cycle; sleep,0,2,FALSE
GO:0042747,circadian sleep/wake cycle; REM sleep,0,4,FALSE
GO:0050802,circadian sleep/wake cycle; sleep,0,6,FALSE
GO:0042320,regulation of circadian sleep/wake cycle; REM sleep,4,4,TRUE
GO:0030431,sleep,2,8,FALSE
GO:0060123,regulation of growth hormone secretion,7,7,TRUE
GO:0060124,positive regulation of growth hormone secretion,6,6,TRUE
GO:0008343,adult feeding behavior,5,6,FALSE
GO:0032095,regulation of response to food,13,13,TRUE
